scenario,state_id,decision_epoch,bound_count,stream,crn_seed,arm,overtime_rung,remaining_cost,completion_service_level,patients_lost,manufacturing_ineligibility,scenario_declaration_sha256
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.80,0.8,965104644.8575246,0.6931392931392931,713.0,0.033549146556798116,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.90,0.9,965400339.8420162,0.6931392931392931,713.0,0.033549146556798116,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_1.00,1.0,953953419.5086437,0.6952182952182953,707.0,0.03544450900639163,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,anchor,-1.0,40603228.12954281,0.7171717171717171,33.0,0.07042253521126761,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.00,0.0,41462779.888799176,0.7171717171717171,34.0,0.09433962264150944,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.10,0.1,41561932.87062475,0.7171717171717171,34.0,0.08771929824561403,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.20,0.2,41012503.92669357,0.7171717171717171,33.0,0.08064516129032258,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.30,0.3,40954374.537843525,0.7171717171717171,33.0,0.07575757575757576,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.40,0.4,40918165.53981065,0.7171717171717171,33.0,0.07042253521126761,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.50,0.5,40627480.14243063,0.7171717171717171,33.0,0.0625,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.60,0.6,40045024.3381353,0.7171717171717171,32.0,0.05813953488372093,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.70,0.7,40024518.94206098,0.7171717171717171,32.0,0.05555555555555555,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.80,0.8,39324985.26626791,0.7171717171717171,31.0,0.05102040816326531,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_0.90,0.9,39599386.251870885,0.7171717171717171,31.0,0.05102040816326531,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200000,u_1.00,1.0,39242136.434862465,0.7171717171717171,31.0,0.04504504504504504,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch55,55,19,discovery,96200001,anchor,-1.0,40603228.12954281,0.7171717171717171,33.0,0.07042253521126761,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
