scenario,state_id,state_seed,epoch,arm,shift,world_seed,remaining_cost,completion_service_level,patients_lost,manufacturing_ineligibility
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200015,1031288443.7185779,0.583596214511041,920.0,0.07402135231316725
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200016,1227725467.4333816,0.4830160507652109,1045.0,0.08661971830985915
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200017,1004863760.048877,0.5541666666666667,855.0,0.05669737774627923
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200018,1031190017.3491976,0.5652542372881356,894.0,0.0586987270155587
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200019,1019204271.9649239,0.5815696649029982,884.0,0.06789250353606789
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200020,1077798486.3834715,0.5395387149917628,918.0,0.076163610719323
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200021,1371631401.002208,0.4763138415988157,1237.0,0.09916201117318436
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200022,1233016642.996283,0.5330612244897959,1100.0,0.07404795486600846
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200023,1296852789.326558,0.48217567070929807,1114.0,0.07329105003523609
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200024,1124478133.3592525,0.5453395191902151,1021.0,0.08456659619450317
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200025,1189722512.8201962,0.5320723684210527,1075.0,0.08603667136812412
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200026,1153974473.4862273,0.5352112676056338,1023.0,0.08962597035991532
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200027,1179674808.4077818,0.5063534847901425,1014.0,0.07519325368938862
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200028,1376087479.1601007,0.49490994518402504,1283.0,0.11033519553072625
